Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20201020.How One Supernova Measured The Universe.ljoeOLuX6Z4.en.txt,1,2201,87.80,58.79,60.11,49.44,733.67,19.90,81.19,49.89,9.72,3.73,0.50,1.04,1.00,0.05,1.14,6.00,9.90,14.27,7.72,4.50,6.00,0.86,12.63,4.32,2.41,1.73,3.73,1.77,1.77,1.50,0.23,0.05,0.09,0.00,4.95,0.00,0.00,0.00,0.09,11.13,1.82,2.36,1.41,2.59,1.23,3.41,4.54,4.09,0.36,0.09,0.55,0.09,0.27,0.00,0.18,4.82,1.18,1.14,1.59,1.45,0.09,3.23,8.81,1.41,18.26,1.59,9.77,7.22,1.41,0.68,0.18,0.32,0.00,0.05,0.32,0.00,0.00,0.05,0.23,0.00,1.32,0.09,0.00,0.09,0.00,0.00,0.00,0.36,0.00,0.77,0.00,0.00
20120522.Gyroscopic Precession.ty9QSiVC2g0.en.txt,1,693,58.23,42.00,79.64,49.97,693.00,17.89,84.99,58.44,16.45,6.49,4.04,0.72,1.30,0.00,0.43,9.96,9.52,13.85,8.80,8.23,7.65,0.29,15.30,2.16,1.73,1.44,0.72,2.16,1.59,1.44,0.14,0.00,0.00,0.00,3.17,0.00,0.00,0.00,0.00,10.39,0.87,2.89,2.16,3.17,0.58,2.89,1.59,1.01,0.00,0.58,0.72,0.58,0.00,0.00,0.14,4.62,0.72,1.01,2.45,0.43,0.00,0.87,12.41,1.44,20.35,4.33,10.97,4.91,1.15,1.01,0.00,0.14,0.00,0.00,1.30,0.00,0.29,0.14,0.72,0.00,3.17,0.00,0.00,0.29,0.00,0.00,0.00,0.14,0.00,2.74,0.00,0.00
20161128.What the Fahrenheit!.LgrXd0NM2y8.en.txt,1,995,82.55,66.00,17.86,61.99,995.00,23.32,78.89,49.95,12.26,6.53,1.51,0.40,1.41,2.81,0.40,5.73,7.64,14.97,6.13,4.72,6.73,0.60,11.86,4.12,2.81,1.41,3.82,2.71,2.51,2.21,0.30,0.00,0.10,0.00,6.83,0.10,0.00,0.00,2.81,11.96,2.71,2.41,1.21,1.91,1.91,2.41,2.71,1.21,0.70,0.50,2.71,0.50,1.11,0.00,0.90,3.62,0.70,0.80,1.61,0.80,0.20,4.72,6.43,0.60,12.86,1.31,7.14,4.42,2.41,1.01,0.00,0.40,0.00,0.10,0.20,0.00,0.00,0.00,0.20,0.00,2.31,0.30,0.10,0.20,0.00,0.00,0.00,0.30,0.00,1.11,0.00,0.30
20120803.How Does A Wing Actually Work.aFO4PBolwFg.en.txt,1,427,84.01,48.13,87.38,47.42,427.00,20.84,83.14,50.59,7.49,1.87,0.47,0.00,1.17,0.00,0.23,5.62,9.84,13.82,8.67,5.39,7.26,1.87,14.52,6.56,5.39,0.94,0.94,2.11,4.45,2.81,1.64,0.70,0.23,0.00,4.45,0.23,0.23,0.00,0.47,14.99,2.81,3.51,2.58,2.11,2.81,3.75,1.41,0.47,0.00,0.23,0.00,0.00,0.00,0.00,0.00,9.37,0.70,2.11,6.09,0.94,0.70,2.11,9.60,0.47,23.42,4.68,15.46,5.15,2.11,0.47,0.23,0.23,0.00,0.00,1.17,0.00,0.00,0.23,1.17,0.00,3.04,0.00,0.00,0.47,0.00,0.00,0.00,0.00,0.00,2.58,0.00,0.00
20110201.Cathode Rays Lead to Thomson's Model of the Atom.2xKZRpAsWL8.en.txt,1,556,54.34,73.55,24.74,63.28,556.00,17.45,83.27,58.09,16.37,4.68,0.72,1.98,0.90,0.18,0.90,11.69,9.17,14.03,10.79,7.37,7.01,1.08,17.27,4.86,2.34,3.24,2.52,1.44,2.34,2.16,0.18,0.00,0.18,0.00,6.47,0.00,0.36,0.00,0.36,10.43,3.06,1.44,0.72,2.70,1.98,1.08,2.52,2.34,0.00,0.18,0.18,0.18,0.00,0.00,0.00,5.76,2.16,0.72,2.52,0.36,0.00,4.86,11.69,1.08,12.95,2.70,7.55,2.70,1.44,0.54,0.18,0.00,0.00,0.00,2.16,0.18,0.18,1.08,0.90,0.00,5.40,0.18,0.00,0.36,0.00,0.00,0.00,0.18,0.00,4.68,0.00,0.00
20140325.Gravitational Wave Discovery! Evidence of Cosmic Inflation.PCxOEyyzmvQ.en.txt,1,1882,51.71,72.58,40.12,47.38,1882.00,18.54,85.76,57.01,15.57,6.54,1.06,2.87,1.22,0.05,1.33,9.03,8.66,11.90,9.51,6.96,7.70,1.17,15.78,5.95,2.82,1.97,1.97,2.50,2.98,2.07,0.90,0.21,0.05,0.11,7.44,0.64,0.05,0.00,0.05,14.45,2.55,1.81,2.44,2.98,2.82,3.29,4.94,3.51,0.58,0.74,0.37,0.11,0.21,0.05,0.00,7.01,3.08,1.28,1.59,1.17,0.32,3.61,10.47,0.69,15.09,1.22,8.87,5.26,0.85,0.48,0.16,0.11,0.00,0.00,0.43,0.00,0.16,0.11,0.16,0.00,2.71,0.11,0.48,0.11,0.00,0.00,0.00,0.05,0.00,1.91,0.00,0.05
"20210630.A Physics Prof Bet Me $10,000 I'm Wrong.yCsgoLc_fzI.en.txt",1,3185,74.11,48.49,77.62,49.12,3185.00,16.73,85.75,54.95,13.28,6.41,2.86,0.72,1.73,0.78,0.31,6.88,10.24,13.66,8.82,6.06,6.25,1.38,15.70,4.52,3.58,1.79,2.45,1.82,3.55,2.39,1.13,0.13,0.06,0.28,5.71,0.03,0.22,0.19,0.82,14.07,3.33,2.35,2.10,2.73,1.48,4.30,1.70,1.35,0.19,0.16,0.31,0.13,0.13,0.00,0.03,7.32,1.00,1.70,3.17,1.19,0.82,2.48,12.18,1.85,17.96,5.02,8.48,6.03,2.29,1.07,0.03,0.57,0.03,0.06,1.16,0.00,0.13,0.41,0.63,0.00,2.76,0.03,0.00,0.06,0.00,0.00,0.00,0.13,0.00,2.54,0.00,0.00
20110301.Which Hits The Ground First.oBdalzRJR5g.en.txt,1,519,39.53,62.12,90.05,75.77,519.00,11.37,93.26,55.88,20.42,11.95,5.97,1.16,3.47,0.39,0.96,8.48,7.71,11.56,11.18,6.55,4.82,0.96,21.39,7.51,7.90,2.31,3.85,2.12,3.47,3.08,0.39,0.00,0.00,0.39,7.90,0.39,0.00,0.19,0.77,10.60,3.08,2.70,0.96,0.96,0.77,2.50,4.43,1.93,0.39,2.12,1.54,0.77,0.39,0.00,0.39,5.97,1.16,1.16,3.08,0.96,0.00,3.28,14.26,1.73,18.50,4.62,9.63,5.20,0.77,1.93,0.00,0.19,0.00,0.00,2.50,0.00,0.77,0.96,0.77,0.00,6.17,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,5.78,0.00,0.00
20120326.Destination - Alaska.8EGXqZRwbzw.en.txt,1,984,34.51,85.01,60.93,48.39,984.00,10.26,88.11,60.47,19.00,10.26,2.24,2.54,3.76,0.30,1.42,8.74,6.81,13.31,10.47,9.25,7.01,0.91,20.02,2.85,1.22,2.74,1.73,3.15,3.86,2.54,1.32,0.41,0.81,0.10,10.77,0.00,0.30,0.00,0.61,13.21,2.64,2.34,2.03,4.17,1.63,3.56,2.44,1.73,0.61,0.10,0.30,0.00,0.20,0.00,0.10,7.42,2.74,0.61,2.85,1.32,0.41,1.22,16.36,3.35,16.57,3.35,8.94,4.27,0.61,0.61,0.00,0.00,0.10,0.10,2.95,0.00,1.12,0.81,1.02,0.00,5.08,0.10,0.00,0.20,0.00,0.00,0.00,0.20,0.00,4.57,0.00,0.00
20210723.Why You Should Want Driverless Cars On Roads Now.yjztvddhZmI.en.txt,1,2914,58.48,58.41,73.55,56.90,2914.00,15.82,86.86,55.77,13.69,7.04,2.64,0.75,1.85,0.34,1.44,6.66,8.17,13.21,9.81,7.04,7.07,1.72,17.74,4.26,2.64,1.96,2.51,2.40,3.71,2.57,0.93,0.07,0.27,0.10,7.72,0.00,0.10,0.00,0.41,13.28,3.12,1.78,1.68,3.05,1.92,3.81,2.44,1.34,0.34,0.55,0.38,0.21,0.21,0.00,0.00,5.97,1.30,1.20,1.85,1.41,1.06,2.78,12.83,1.82,17.23,4.53,8.72,4.43,1.51,0.65,0.03,0.17,0.07,0.31,0.89,0.03,0.17,0.31,0.38,0.03,3.36,0.07,0.00,0.07,0.00,0.00,0.00,0.10,0.00,2.78,0.00,0.34
20180904.How UV Causes Cancer and Aging.Cf7Ar3nEUmw.en.txt,1,815,36.54,70.12,21.76,23.84,815.00,16.81,83.93,54.97,16.93,7.98,1.96,2.21,2.21,0.00,1.60,8.96,6.26,11.53,9.94,6.75,8.71,1.23,15.46,3.93,3.31,2.21,0.86,2.33,3.44,1.60,1.72,0.25,0.25,0.12,8.71,0.12,0.00,0.00,0.00,13.25,1.60,2.82,2.58,2.82,1.10,4.42,5.52,3.44,0.12,1.84,3.80,2.58,1.23,0.00,0.00,6.99,2.45,1.60,1.96,0.86,1.10,1.60,11.78,0.49,10.92,1.60,5.52,3.80,1.47,0.37,0.00,0.12,0.00,0.00,1.23,0.25,0.12,0.25,0.37,0.12,3.80,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,3.31,0.00,0.00
20140123.Will This Go Faster Than Light.EPsG8td7C5k.en.txt,1,1338,81.55,56.84,48.02,65.42,1338.00,16.89,86.62,55.46,12.78,5.01,1.05,0.67,2.62,0.15,0.52,7.77,9.57,15.62,8.30,5.90,5.53,1.05,14.80,6.43,4.33,1.12,2.09,2.91,4.04,3.06,0.97,0.07,0.15,0.07,5.46,0.00,0.00,0.00,0.15,14.13,1.49,2.47,3.74,2.91,1.42,4.93,4.19,2.62,0.82,0.67,0.22,0.15,0.00,0.00,0.07,5.90,1.05,0.97,2.39,0.97,0.67,2.02,10.99,0.90,17.12,4.33,7.62,6.35,1.42,0.82,0.00,0.45,0.00,0.00,0.60,0.00,0.00,0.30,0.22,0.00,2.84,0.15,0.15,0.15,0.00,0.00,0.00,0.07,0.00,2.02,0.00,0.30
20170503.Fire in ZERO-G!!.xdJwG_9kF8s.en.txt,1,1182,69.55,56.73,61.54,37.76,1182.00,16.84,84.77,55.67,13.03,6.09,2.71,1.44,1.52,0.17,0.25,6.94,9.31,14.97,8.80,7.11,7.87,1.27,15.06,5.75,3.81,1.78,2.03,1.86,3.21,1.95,1.27,0.42,0.17,0.00,5.08,0.00,0.25,0.25,0.08,9.39,1.18,3.30,1.02,1.35,0.93,2.28,4.23,0.76,0.25,2.54,1.52,0.68,0.17,0.00,0.68,5.33,1.61,1.27,1.61,0.85,0.34,1.35,12.10,1.27,17.77,4.65,9.73,3.98,1.69,0.42,0.25,0.08,0.17,0.00,1.18,0.08,0.25,0.25,0.42,0.08,3.81,0.00,0.00,0.17,0.00,0.00,0.00,0.93,0.00,2.54,0.00,0.17
20191228.Why Most Resolutions Fail & How To Succeed.Pm9CQn07OjU.en.txt,1,1804,51.10,58.97,76.21,40.75,1804.00,13.53,89.19,55.16,16.52,9.42,4.82,0.61,2.88,0.06,1.05,7.10,5.21,14.63,9.81,5.54,7.48,1.05,18.13,4.88,2.38,1.94,3.10,2.88,3.38,2.05,1.22,0.11,0.28,0.33,7.32,0.00,0.06,0.00,0.11,13.64,3.55,2.44,1.72,3.22,1.72,2.66,2.49,0.89,1.39,0.22,0.89,0.00,0.28,0.00,0.50,7.65,1.22,3.10,1.66,2.33,0.89,1.27,14.47,2.38,16.02,2.66,6.60,6.82,3.05,1.27,0.17,0.11,0.06,0.11,1.27,0.00,0.83,0.00,0.39,0.00,4.05,0.06,0.00,0.11,0.00,0.00,0.00,0.50,0.00,3.22,0.00,0.17
20180714.Spinning Sphere of Molten Sodium.rAYW9n8i-C4.en.txt,1,1598,62.09,70.06,38.27,51.53,1598.00,17.83,80.98,54.44,13.33,6.32,1.19,1.63,2.44,0.38,0.69,7.01,8.95,12.89,9.14,6.51,7.82,1.69,16.08,3.69,2.50,2.07,2.50,1.94,2.75,2.07,0.69,0.00,0.00,0.06,7.01,0.25,0.00,0.25,0.31,10.33,1.50,2.69,1.38,2.44,1.00,2.94,2.07,0.38,0.81,0.75,0.75,0.06,0.50,0.00,0.13,6.95,2.07,1.31,2.32,1.25,0.56,0.94,14.14,1.50,15.33,3.19,7.95,4.69,1.38,0.63,0.06,0.44,0.00,0.00,0.56,0.00,0.13,0.00,0.38,0.00,4.51,0.13,0.06,0.13,0.00,0.00,0.00,0.38,0.00,3.69,0.00,0.13
20150417.Explained - Beaker Ball Balance Problem.stRPiifxQnM.en.txt,1,382,83.47,55.20,26.75,60.51,382.00,17.28,84.82,55.76,12.04,5.24,2.09,0.00,2.62,0.00,0.52,6.81,11.78,13.87,6.81,7.33,6.81,0.00,12.83,3.93,3.40,2.36,1.05,3.40,2.88,2.36,0.52,0.52,0.00,0.00,4.19,0.00,0.00,0.00,0.00,12.57,1.83,3.66,2.09,2.09,1.05,3.40,3.93,0.52,0.00,3.14,3.93,0.26,0.00,0.00,3.66,4.97,0.00,0.52,3.93,1.31,0.00,1.31,10.47,1.31,12.04,1.31,7.59,3.14,0.26,3.40,0.00,0.26,0.00,0.00,0.79,0.00,0.52,0.00,0.26,0.00,1.83,0.00,0.00,0.52,0.00,0.00,0.00,0.00,0.00,1.31,0.00,0.00
20130923.How Special Relativity Makes Magnets Work.1TKSfAkWWN0.en.txt,1,739,68.83,45.68,60.51,85.12,739.00,24.22,79.30,51.96,8.66,3.38,0.54,0.54,1.62,0.14,0.54,5.28,9.34,12.72,9.34,8.53,7.71,1.89,13.53,5.82,2.98,2.03,3.79,1.49,3.65,3.52,0.14,0.00,0.00,0.00,3.92,0.00,0.00,0.14,0.00,15.70,3.65,3.79,1.35,2.17,2.30,4.74,1.49,0.68,0.27,0.27,0.14,0.00,0.14,0.00,0.00,4.87,0.81,0.54,1.76,1.49,0.27,1.35,11.23,0.81,15.16,3.25,6.90,4.74,0.81,0.27,0.00,0.27,0.00,0.00,0.81,0.00,0.00,0.14,0.54,0.00,2.84,0.00,0.00,0.27,0.00,0.00,0.00,0.00,0.00,2.57,0.00,0.00
20210522.Math Has a Fatal Flaw.HeQX2HjkcNo.en.txt,1,5123,67.48,62.85,21.66,31.77,853.83,19.93,81.53,52.29,11.81,4.57,0.47,1.07,1.19,1.09,0.74,7.24,8.32,12.26,9.21,5.04,7.40,1.72,14.35,4.43,2.38,1.23,3.69,2.77,2.93,1.64,1.29,0.06,0.43,0.14,6.93,0.00,0.10,0.02,1.15,15.69,4.02,1.41,2.42,3.57,3.69,3.73,0.92,0.51,0.29,0.08,0.76,0.12,0.49,0.02,0.08,5.68,1.70,1.13,1.76,0.76,0.57,2.79,10.62,1.48,11.59,1.54,5.86,4.35,3.16,0.72,0.06,0.08,0.04,0.23,0.39,0.00,0.12,0.10,0.16,0.00,2.15,0.12,0.00,0.04,0.00,0.00,0.00,0.20,0.00,1.76,0.00,0.04
20171123.World's First Car!.DL_mJeb6O04.en.txt,1,1480,63.61,69.14,45.17,67.89,493.33,17.84,83.45,53.92,13.18,6.15,1.22,0.74,2.77,0.27,1.15,7.03,8.85,12.50,8.85,6.69,8.04,0.68,15.20,4.66,3.45,1.82,1.89,2.03,4.39,3.31,1.08,0.14,0.20,0.34,6.55,0.00,0.20,0.00,0.34,10.34,1.08,2.23,1.69,2.30,0.95,3.11,1.49,0.54,0.27,0.54,1.62,0.81,0.88,0.00,0.14,7.70,1.08,1.89,2.84,0.81,1.42,3.31,10.54,0.88,16.82,4.26,7.77,5.68,1.76,0.47,0.00,0.27,0.07,0.20,0.74,0.07,0.00,0.47,0.20,0.00,3.11,0.14,0.00,0.14,0.00,0.00,0.00,0.34,0.00,2.50,0.00,0.00
20110921.Slinky Drop.wGIZKETKKdw.en.txt,1,159,69.43,57.49,99.00,96.88,159.00,13.84,89.94,50.94,12.58,8.81,6.29,0.63,1.26,0.63,0.00,3.77,11.95,9.43,8.81,5.66,8.18,0.00,16.98,5.03,5.03,1.89,1.89,3.14,5.03,5.03,0.00,0.00,0.00,0.00,7.55,0.00,0.00,0.00,0.63,6.29,1.26,1.26,0.00,1.89,1.89,1.26,1.26,0.00,0.63,0.63,0.63,0.63,0.00,0.00,0.00,8.81,1.26,4.40,5.03,1.26,0.00,1.26,11.32,5.03,27.04,6.92,11.95,8.81,2.52,0.00,0.00,0.00,0.00,0.00,1.26,0.00,0.00,0.00,1.26,0.00,6.29,0.00,0.00,1.26,0.00,0.00,0.00,0.00,0.00,3.77,0.00,1.26
20140417.Musical Fire Table!.2awbKQ2DLRE.en.txt,1,769,44.13,83.53,29.02,81.88,769.00,13.91,86.74,57.74,19.51,10.14,3.12,2.21,3.38,0.91,0.52,9.23,6.63,13.52,9.36,7.28,6.76,0.26,16.25,3.12,1.56,2.08,1.30,3.12,4.29,3.64,0.52,0.00,0.00,0.13,10.01,0.26,0.39,0.39,1.17,10.79,1.69,2.08,1.69,2.60,1.30,2.47,5.46,2.34,2.47,0.65,0.78,0.13,0.39,0.00,0.00,5.59,2.86,0.91,1.30,0.91,0.00,1.82,14.17,1.30,13.00,2.47,7.80,2.73,1.56,2.21,0.00,0.26,0.00,0.00,2.47,0.00,0.39,1.95,0.26,0.00,6.63,0.26,0.13,0.26,0.00,0.00,0.00,0.65,0.00,3.12,0.00,2.21
20160413.Svalbard - The Northernmost Town on Earth.5NhIRwCq428.en.txt,1,394,88.25,48.98,87.55,39.37,394.00,19.80,81.98,50.76,7.36,1.52,0.51,0.25,0.25,0.00,0.51,5.84,9.14,15.99,8.63,5.08,7.36,1.02,12.44,5.58,3.05,1.78,3.30,1.78,1.78,1.27,0.51,0.00,0.25,0.00,3.30,0.00,0.00,0.00,0.00,6.35,0.25,1.27,0.25,1.52,0.76,2.54,1.52,0.00,0.00,1.52,0.76,0.00,0.25,0.00,0.25,4.57,0.25,0.25,3.30,0.76,0.00,3.55,10.15,0.76,24.87,2.54,16.50,5.84,2.28,0.25,1.02,1.27,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,1.52,0.00,0.25,0.51,0.00,0.00,0.00,0.51,0.00,0.25,0.00,0.00
20150427.What I Wish I Knew When I Was Younger.YMPzDiraNnA.en.txt,1,1628,25.10,76.20,46.77,34.29,1628.00,13.76,93.98,63.27,21.13,12.65,4.48,0.49,4.05,0.98,2.64,8.48,6.14,12.84,11.79,7.62,7.31,1.47,21.13,2.76,1.90,3.19,1.23,1.84,3.87,2.15,1.66,0.18,0.25,0.55,13.08,0.06,0.12,0.55,0.55,16.34,3.56,2.40,2.83,3.62,0.92,4.55,2.09,0.80,1.04,0.18,0.61,0.18,0.43,0.00,0.06,7.99,1.17,1.72,3.81,1.90,0.43,6.39,13.39,0.61,11.73,2.09,6.14,3.93,4.67,0.98,0.00,0.25,0.06,0.00,0.43,0.00,0.12,0.00,0.18,0.00,3.44,0.06,0.12,0.12,0.00,0.00,0.00,0.12,0.00,2.89,0.00,0.12
20110409.Radiation vs Radioactive Atoms.sehKAccM8p0.en.txt,1,510,53.83,53.92,44.68,3.42,510.00,20.20,85.88,61.57,17.84,6.08,1.57,2.16,1.76,0.00,0.59,11.76,9.61,14.90,8.82,7.84,6.86,2.75,14.12,4.51,1.57,2.16,0.78,1.96,4.12,0.78,3.14,1.96,0.00,0.00,5.88,0.00,0.00,0.00,0.00,12.55,1.37,2.55,0.78,2.94,1.37,4.51,3.14,0.39,2.16,0.39,0.98,0.39,0.39,0.00,0.39,5.10,2.55,0.39,1.18,0.59,0.59,0.78,13.92,1.76,13.53,3.33,8.04,2.35,0.20,1.76,0.00,0.00,0.00,0.00,0.39,0.00,0.20,0.00,0.20,0.00,5.29,0.00,0.00,0.39,0.00,0.00,0.00,0.00,0.00,4.90,0.00,0.00
20191120.3 Perplexing Physics Problems.K-Fc08X56R0.en.txt,1,2155,59.09,58.26,66.33,30.47,2155.00,14.76,85.89,55.87,14.57,6.54,2.55,0.56,3.02,0.05,0.37,8.03,8.17,14.25,7.75,8.17,8.68,0.97,15.45,4.64,2.97,2.23,2.04,2.27,4.36,2.32,2.04,1.48,0.14,0.09,5.38,0.00,0.05,0.09,0.00,11.18,2.37,2.74,1.81,2.37,0.93,3.29,3.57,1.53,0.79,0.65,2.51,0.14,0.05,0.00,2.32,5.06,0.70,1.16,2.23,1.02,0.32,1.21,12.20,2.13,17.17,4.36,9.84,3.71,1.48,0.97,0.09,0.51,0.00,0.00,1.62,0.05,0.46,0.51,0.60,0.05,3.48,0.00,0.00,0.09,0.00,0.00,0.00,0.42,0.00,2.69,0.00,0.28
20150311.How Do Chameleons Change Color.SQggDnScsvI.en.txt,1,956,80.12,52.51,56.40,72.74,956.00,25.52,82.64,50.42,10.04,4.18,0.73,0.31,1.05,0.21,1.88,5.86,7.85,14.85,7.11,7.01,7.01,0.63,10.77,8.37,3.45,1.46,1.36,2.51,3.56,3.03,0.52,0.21,0.00,0.10,4.50,0.00,0.00,0.10,0.52,12.87,3.66,3.03,1.36,1.88,0.84,3.87,9.00,8.05,0.31,0.52,0.94,0.52,0.21,0.00,0.10,4.39,0.52,1.36,1.57,1.26,0.10,1.78,8.79,0.42,15.27,2.62,8.47,4.08,2.72,0.31,0.00,0.21,0.00,0.00,0.31,0.00,0.00,0.10,0.21,0.00,2.20,0.31,0.10,0.21,0.00,0.00,0.00,0.31,0.00,1.26,0.00,0.00
20210730.The Simplest Math Problem No One Can Solve.094y1Z2wpJg.en.txt,1,3683,71.35,57.85,31.03,44.13,409.22,16.56,82.16,52.76,11.62,4.56,0.87,1.00,1.93,0.24,0.52,6.98,7.47,14.80,8.01,6.05,8.15,1.49,13.96,5.24,3.01,1.22,8.20,4.05,2.69,1.85,0.84,0.05,0.05,0.11,5.10,0.00,0.00,0.00,0.24,14.53,2.91,1.49,2.25,3.64,2.99,3.69,1.33,0.84,0.33,0.11,0.22,0.05,0.14,0.00,0.00,7.68,1.25,1.17,2.91,2.09,0.60,1.68,11.78,1.06,13.06,1.66,6.57,4.97,2.09,0.24,0.00,0.27,0.00,0.00,0.27,0.00,0.08,0.03,0.16,0.00,3.10,0.27,0.00,0.05,0.00,0.00,0.00,0.52,0.00,2.14,0.00,0.11
20200731.Half the universe was missing... until now.Kp_kqamkYpw.en.txt,1,2271,70.67,66.23,40.75,56.54,2271.00,19.24,80.10,54.25,13.08,5.90,1.19,1.76,1.01,0.13,1.81,7.13,8.15,14.66,8.15,5.86,8.19,0.88,13.74,5.15,3.21,2.07,2.77,2.82,2.95,2.29,0.66,0.00,0.09,0.44,6.74,0.04,0.00,0.00,0.18,11.71,2.29,2.29,1.63,2.11,1.54,3.26,3.35,1.94,0.84,0.53,0.48,0.35,0.04,0.00,0.04,5.72,1.98,1.23,1.81,0.84,0.09,2.91,10.52,0.53,14.62,1.28,9.16,4.49,1.50,0.97,0.13,0.31,0.04,0.00,0.44,0.00,0.00,0.13,0.26,0.00,2.33,0.04,0.00,0.09,0.00,0.00,0.00,0.57,0.00,1.54,0.00,0.09
20190425.Magnetic Micro-Robots.N7lXymxsdhw.en.txt,1,1179,72.36,72.07,34.81,62.76,1179.00,22.31,78.71,51.57,12.38,6.70,1.78,1.10,2.71,0.17,0.93,5.68,7.80,13.66,8.57,5.09,7.29,0.76,13.49,3.99,2.97,1.61,1.53,2.04,2.29,2.12,0.17,0.08,0.00,0.08,7.46,0.00,0.00,0.00,0.17,10.18,1.78,2.37,1.36,2.88,0.59,2.88,3.31,0.93,1.44,0.85,1.78,1.02,0.59,0.00,0.17,6.45,1.78,1.36,2.46,1.02,0.17,0.93,11.79,1.70,13.74,2.21,8.65,3.14,1.78,0.85,0.00,0.25,0.00,0.00,0.34,0.00,0.00,0.17,0.08,0.00,2.80,0.08,0.00,0.17,0.00,0.00,0.00,0.59,0.00,1.95,0.00,0.00
20170119.The Real Moral Dilemma of Self-Driving Cars.WBjY3QGNdAw.en.txt,1,593,74.33,69.96,62.64,70.22,593.00,18.72,86.85,51.26,12.31,6.75,2.19,2.36,1.85,0.00,0.34,5.56,7.93,13.49,8.09,6.58,5.73,0.51,16.86,4.72,3.37,2.36,2.53,3.20,6.07,3.88,1.52,0.17,0.17,0.17,7.08,0.00,0.00,0.00,0.17,14.33,3.37,2.70,2.87,3.04,1.01,3.37,3.37,1.18,0.84,1.35,1.18,1.01,0.51,0.00,0.00,7.76,2.53,0.67,1.35,2.02,1.35,2.53,14.67,1.69,16.86,4.89,8.26,3.88,1.69,0.17,0.00,0.34,0.67,0.51,1.01,0.00,0.51,0.34,0.17,0.00,3.20,0.00,0.17,0.34,0.00,0.00,0.00,0.34,0.00,1.85,0.00,0.51
20170930.Schlieren Imaging in Color!.K7pQsR8WFSo.en.txt,1,1442,58.06,63.03,42.74,66.46,1442.00,13.45,87.10,57.77,15.60,7.70,3.26,0.69,3.40,0.00,0.35,7.91,8.95,13.73,8.81,7.42,8.39,0.55,16.64,3.40,1.87,1.53,1.94,2.29,2.84,2.50,0.35,0.07,0.00,0.00,6.45,0.00,0.00,0.00,0.00,12.21,1.73,2.70,1.73,3.88,0.76,3.40,7.35,4.79,2.15,0.42,0.42,0.07,0.35,0.00,0.00,4.16,0.83,1.32,1.39,1.18,0.00,1.94,12.62,1.87,13.25,2.84,7.56,3.47,2.08,1.39,0.00,0.21,0.00,0.00,0.69,0.00,0.14,0.28,0.21,0.07,3.81,0.21,0.14,0.14,0.00,0.00,0.00,0.35,0.00,2.64,0.00,0.35
20190531.World's Lightest Solid!.AeJ9q45PfD0.en.txt,1,1935,56.66,63.35,30.46,52.94,967.50,18.50,81.81,55.45,14.26,5.53,1.09,1.14,1.81,0.31,1.19,8.73,8.58,12.82,9.82,7.75,7.29,0.88,16.74,4.96,2.58,1.65,1.60,2.02,3.62,2.53,1.09,0.16,0.26,0.26,5.43,0.00,0.10,0.00,0.36,10.96,1.45,2.95,1.45,2.53,1.03,3.00,4.75,2.74,0.41,1.29,1.55,0.36,0.31,0.00,0.93,5.32,1.45,0.93,1.65,1.24,0.41,2.64,12.71,1.29,14.16,2.17,8.53,3.41,0.36,0.62,0.00,0.26,0.10,0.00,1.71,0.00,0.16,0.67,0.93,0.00,4.03,0.05,0.00,0.10,0.00,0.00,0.00,0.31,0.00,3.26,0.00,0.31
20201023.Do You Expand With The Universe.9DrBQg_n2Uo.en.txt,1,1910,76.72,72.11,57.25,45.99,1910.00,22.72,81.57,54.14,11.57,5.34,0.26,1.78,1.88,0.00,1.41,6.23,9.95,13.93,9.37,5.97,6.23,1.47,15.45,6.02,3.82,1.83,1.15,1.68,1.62,1.36,0.26,0.00,0.16,0.05,7.38,0.00,0.05,0.00,0.00,10.58,2.30,2.09,1.68,1.78,0.68,3.46,4.03,3.51,0.37,0.10,0.21,0.10,0.00,0.00,0.10,4.97,2.51,0.68,1.78,0.42,0.10,1.47,12.36,0.84,17.75,1.99,12.30,3.30,1.15,0.63,0.21,0.73,0.00,0.00,0.58,0.00,0.00,0.00,0.52,0.00,2.93,0.00,0.00,0.10,0.00,0.00,0.00,0.68,0.00,1.94,0.00,0.21
