Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20120808.What's The Best High Jump Technique.XBtBdNHBNSI.en.txt,1,598,68.90,81.68,74.31,47.41,598.00,9.20,91.30,57.02,16.72,9.70,2.17,0.17,5.35,0.00,2.01,7.02,8.86,16.72,8.86,6.35,7.02,0.67,15.22,6.69,4.52,2.01,2.68,3.68,2.01,1.51,0.33,0.17,0.00,0.00,9.53,0.00,0.00,0.00,0.17,10.70,1.34,1.51,1.00,2.68,1.84,3.18,2.34,0.67,0.84,0.67,3.85,1.67,0.00,0.00,2.17,6.86,0.17,0.33,4.85,1.84,0.33,3.34,11.20,1.00,19.23,3.18,12.71,3.34,0.67,3.34,0.00,0.00,0.00,0.00,1.84,0.00,0.00,1.51,0.33,0.00,6.86,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,3.85,0.00,2.34
20190719.Why Apollo Astronauts Trained in Nuclear Bomb Craters.E7uGvsT_nnM.en.txt,1,1909,82.33,59.94,45.52,44.99,954.50,20.22,80.30,51.49,10.90,4.14,0.84,0.63,1.05,0.00,1.62,6.71,9.27,14.61,6.71,6.44,7.07,0.73,13.20,4.98,2.93,2.41,3.30,2.62,2.30,1.68,0.63,0.26,0.10,0.00,5.19,0.00,0.05,0.00,0.26,10.48,2.15,2.10,1.05,2.04,1.41,2.78,2.57,1.10,1.00,0.37,0.47,0.26,0.16,0.00,0.05,4.71,0.94,0.79,2.04,1.10,0.10,4.82,7.33,0.42,15.61,1.89,9.85,4.19,2.30,1.26,0.10,0.16,0.05,0.00,0.31,0.00,0.05,0.10,0.10,0.00,2.10,0.16,0.00,0.10,0.00,0.00,0.00,0.26,0.00,1.36,0.00,0.21
20161220.Post-Truth - Why Facts Don't Matter Anymore.dvk2PQNcg8w.en.txt,1,3241,34.57,74.96,62.78,54.82,3241.00,14.96,90.56,59.43,19.25,9.90,3.52,1.91,2.96,0.28,1.23,9.35,6.48,12.62,11.02,6.33,7.50,1.51,19.32,5.06,3.95,2.25,0.80,2.96,4.63,3.09,1.54,0.06,0.52,0.03,11.57,0.03,0.25,0.00,0.40,18.36,5.25,2.53,1.67,4.44,2.07,4.69,1.91,0.96,0.68,0.28,0.37,0.03,0.03,0.06,0.09,6.82,3.42,0.96,1.42,1.11,0.46,2.84,15.83,1.05,11.45,2.01,6.94,2.59,0.99,0.83,0.03,0.09,0.12,0.00,1.97,0.00,0.40,0.65,0.99,0.00,3.18,0.03,0.00,0.06,0.00,0.00,0.00,0.03,0.00,3.05,0.00,0.00
20140218.Can Silence Actually Drive You Crazy.mXVGIb3bzHI.en.txt,1,1441,31.88,54.42,82.08,44.86,1441.00,11.17,93.34,61.62,18.74,12.28,6.80,0.42,4.37,0.14,0.56,6.45,6.25,14.64,11.24,8.33,8.33,1.80,20.54,4.37,3.54,1.25,0.97,1.80,4.51,2.78,1.73,0.56,0.07,0.28,8.40,0.00,0.14,0.00,0.21,14.43,3.40,1.80,2.15,4.23,1.39,3.47,6.66,0.90,4.02,1.46,2.29,1.73,0.49,0.00,0.07,3.75,0.62,0.83,1.18,1.11,0.28,2.78,15.82,1.80,15.13,2.85,9.02,3.68,0.69,0.69,0.90,0.21,0.00,0.07,1.67,0.00,0.07,0.35,1.18,0.00,5.34,0.07,0.00,0.14,0.00,0.00,0.00,0.14,0.00,4.72,0.00,0.28
20100816.What causes the seasons.b3TRUDKpoAs.en.txt,1,450,71.23,50.89,97.79,59.44,450.00,14.00,92.44,63.11,14.00,4.89,1.56,1.78,1.11,0.00,0.44,9.11,12.67,15.56,9.33,6.89,9.78,1.33,14.22,4.89,6.00,2.44,0.44,1.11,1.78,1.78,0.00,0.00,0.00,0.00,4.22,0.22,0.00,0.00,0.22,10.67,2.22,2.44,0.22,2.44,1.11,4.00,1.78,0.89,0.00,1.11,0.00,0.00,0.00,0.00,0.00,3.11,1.78,0.00,0.22,1.11,0.00,0.89,13.56,0.22,25.56,1.78,13.11,10.67,0.00,0.00,0.00,0.22,0.22,0.00,1.11,0.00,0.22,0.44,0.44,0.00,4.22,0.00,0.00,0.44,0.00,0.00,0.00,0.00,0.00,3.78,0.00,0.00
20200828.Is Success Luck or Hard Work.3LopI4YeC4I.en.txt,1,2314,63.03,80.02,34.87,93.99,2314.00,19.97,89.02,53.85,14.82,8.25,1.90,1.25,2.16,0.09,2.85,6.57,7.39,13.40,7.87,5.53,7.82,1.04,14.48,6.05,3.50,2.64,2.68,4.11,6.14,5.23,0.82,0.04,0.22,0.17,11.75,0.13,0.13,0.17,0.17,15.21,2.77,3.20,1.38,4.36,1.60,3.80,1.82,0.69,0.22,0.69,0.30,0.00,0.13,0.00,0.17,9.94,2.20,3.63,2.33,3.59,0.26,4.19,10.11,0.73,11.67,1.64,5.96,4.19,4.84,1.30,0.22,0.86,0.04,0.00,0.30,0.00,0.04,0.13,0.13,0.00,2.07,0.00,0.00,0.09,0.00,0.00,0.00,0.22,0.00,1.77,0.00,0.00
20110525.Option A - Acceleration of a Bungy Jump.exG4aGlCmEE.en.txt,1,71,93.26,55.59,83.15,92.81,71.00,22.54,71.83,40.85,7.04,1.41,0.00,0.00,1.41,0.00,0.00,5.63,11.27,9.86,5.63,7.04,1.41,0.00,8.45,7.04,5.63,1.41,9.86,4.23,4.23,4.23,0.00,0.00,0.00,0.00,2.82,0.00,0.00,0.00,0.00,7.04,1.41,0.00,0.00,1.41,1.41,2.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.41,0.00,0.00,1.41,0.00,0.00,0.00,8.45,0.00,22.54,5.63,12.68,4.23,0.00,0.00,0.00,1.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.45,0.00,0.00,2.82,0.00,0.00,0.00,1.41,0.00,1.41,0.00,2.82
20110824.What Is Water Made Of.EJrmR-RGjUM.en.txt,1,182,34.91,72.71,17.46,89.84,182.00,12.64,78.57,51.10,18.68,10.44,4.40,0.55,4.40,0.00,1.10,8.24,7.14,7.69,12.64,1.65,4.95,3.30,21.43,2.75,2.20,4.40,1.10,1.10,3.85,3.85,0.00,0.00,0.00,0.00,11.54,0.00,1.10,0.00,0.55,15.38,5.49,1.65,3.30,2.75,1.10,2.75,3.30,1.10,1.10,0.55,2.75,0.00,0.00,0.00,2.20,3.85,1.65,0.00,1.10,1.10,0.00,3.30,15.38,0.55,6.04,0.00,4.95,1.10,1.10,0.00,0.00,0.00,0.00,0.00,4.40,0.00,0.00,1.65,2.20,0.00,6.04,0.00,0.00,1.10,0.00,0.00,0.00,0.55,0.00,4.40,0.00,0.00
20120817.How Does A Boomerang Work.ADJKsLEAOHo.en.txt,1,408,57.96,67.04,80.80,53.41,408.00,21.32,88.24,56.86,14.95,6.37,1.47,0.49,2.94,0.00,1.47,8.58,9.31,13.48,7.35,8.82,9.07,0.74,15.69,4.17,3.43,1.72,0.74,1.72,2.45,1.96,0.49,0.00,0.49,0.00,6.62,0.00,0.00,0.00,0.00,11.76,1.96,3.19,1.47,2.70,0.49,3.43,5.39,0.25,4.41,0.74,0.74,0.49,0.00,0.00,0.25,4.90,1.23,1.47,2.21,0.49,0.00,3.92,10.54,1.47,20.83,5.15,11.27,5.88,0.74,0.74,0.00,0.00,0.00,0.00,1.23,0.00,0.00,0.74,0.74,0.00,3.68,0.00,0.00,0.49,0.00,0.00,0.00,0.25,0.00,2.94,0.00,0.00
20200306.Parallel Worlds Probably Exist. Here’s Why.kTXTPe3wahc.en.txt,1,3468,60.21,56.88,42.88,27.21,3468.00,23.70,81.63,55.31,13.73,5.39,1.21,1.87,1.56,0.14,0.61,8.33,9.49,12.17,9.40,6.95,7.15,1.76,15.46,3.86,2.51,2.22,1.99,3.32,3.26,1.64,1.56,0.14,0.49,0.09,6.37,0.00,0.03,0.00,0.14,14.99,2.88,2.22,1.18,3.14,2.28,5.07,2.25,1.47,0.40,0.23,0.61,0.12,0.40,0.03,0.03,5.07,2.19,0.49,1.47,0.84,0.32,1.76,12.60,0.92,12.08,1.70,6.46,3.98,0.92,0.52,0.06,0.09,0.03,0.46,0.58,0.03,0.03,0.32,0.14,0.03,3.63,0.00,0.00,0.06,0.00,0.00,0.00,0.37,0.00,3.06,0.00,0.14
20110821.Ice Cutting Experiment.1iIv1SuS164.en.txt,1,188,75.77,64.53,58.82,11.87,188.00,15.43,82.45,50.00,14.89,6.38,2.66,0.00,3.19,0.00,0.53,8.51,7.98,13.30,8.51,3.72,5.32,0.00,18.09,2.13,2.13,1.60,3.19,3.19,2.13,0.53,1.60,1.60,0.00,0.00,5.32,0.00,0.00,0.00,0.00,9.04,2.13,2.13,1.06,2.66,0.00,2.13,2.13,0.00,0.00,1.06,1.60,0.00,0.00,0.00,1.60,4.26,1.06,1.06,1.60,0.53,0.00,2.13,13.83,4.26,16.49,5.32,7.45,4.79,1.06,2.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.72,0.00,0.00,1.06,0.00,0.00,0.00,0.00,0.00,2.66,0.00,0.00
20150617.Uranium - Twisting the Dragon's Tail.cO57Zm-WNmg.en.txt,1,444,57.67,58.03,64.31,25.77,444.00,16.44,87.84,56.98,16.67,6.76,2.93,0.90,2.25,0.00,0.68,9.91,8.78,13.29,9.23,6.08,7.43,0.90,17.57,5.86,2.03,2.93,1.80,3.38,4.05,2.03,2.03,0.45,0.68,0.23,5.41,0.00,0.45,0.00,0.45,11.49,1.35,3.15,1.80,2.25,1.13,2.70,2.03,1.13,0.68,0.23,0.68,0.45,0.23,0.00,0.00,5.18,0.90,0.90,2.25,0.90,0.45,4.50,9.68,2.25,18.02,2.70,10.81,4.73,1.35,3.38,0.00,0.00,0.00,0.00,0.23,0.00,0.23,0.00,0.00,0.00,2.93,0.45,0.00,0.45,0.00,0.00,0.00,0.00,0.00,2.03,0.00,0.00
20130709.How Does a Transistor Work.IcrBqCFLHIY.en.txt,1,1046,64.18,54.20,26.90,75.45,1046.00,19.41,76.96,55.74,11.19,2.87,0.19,0.76,0.76,0.00,1.15,8.32,9.75,12.72,10.42,7.74,7.65,1.34,15.20,4.49,3.06,1.53,2.10,2.77,3.06,2.87,0.19,0.00,0.10,0.00,4.59,0.00,0.29,0.00,0.00,10.71,0.86,2.87,1.05,1.53,1.53,3.54,0.57,0.00,0.57,0.00,0.10,0.10,0.00,0.00,0.00,5.83,0.96,1.34,1.82,1.53,0.48,1.63,14.82,0.86,13.77,2.29,7.84,3.54,0.76,0.38,0.29,0.10,0.00,0.00,0.38,0.00,0.00,0.10,0.29,0.00,4.78,0.00,0.00,0.19,0.00,0.00,0.00,1.91,0.00,2.68,0.00,0.00
20151014.The Brightest Part of a Shadow is in the Middle.y9c8oZ49pFc.en.txt,1,1194,65.62,50.34,52.38,57.44,1194.00,14.41,87.52,58.21,13.82,6.87,2.43,0.75,2.60,0.67,0.42,6.95,10.13,14.07,9.72,6.37,7.71,1.93,16.67,4.69,3.85,1.26,1.01,2.26,2.85,2.26,0.59,0.00,0.25,0.00,5.28,0.00,0.00,0.00,0.67,14.57,2.60,2.18,1.84,3.69,1.68,4.10,8.04,6.45,0.08,0.84,0.67,0.34,0.25,0.08,0.00,4.61,0.75,1.51,2.09,1.01,0.00,3.52,11.98,1.34,14.74,2.01,9.88,3.10,0.84,0.25,0.00,0.00,0.00,0.00,0.34,0.08,0.00,0.17,0.08,0.00,3.10,0.00,0.00,0.17,0.00,0.00,0.00,0.25,0.00,2.68,0.00,0.00
20140604.Why Women Are Stripey.BD6h-wDj7bw.en.txt,1,801,60.15,79.85,15.78,65.97,801.00,18.10,75.78,51.69,12.23,4.99,0.12,0.37,3.75,0.37,0.37,7.24,5.99,13.23,8.49,7.62,7.62,0.62,11.99,4.74,2.12,1.62,3.25,2.37,3.12,2.62,0.50,0.00,0.12,0.00,8.74,1.62,0.00,1.62,1.12,10.24,0.75,2.75,1.37,1.62,1.12,3.75,2.25,1.87,0.12,0.25,0.75,0.25,0.25,0.25,0.00,4.37,1.12,1.12,1.50,1.50,0.25,1.62,11.99,0.37,12.11,1.25,7.12,4.00,1.00,0.12,0.00,0.12,0.00,0.00,0.25,0.00,0.00,0.12,0.12,0.00,2.12,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,1.87,0.00,0.00
20110303.Misconceptions About Falling Objects._mCC-68LyZM.en.txt,1,625,56.33,66.14,74.55,46.40,625.00,11.68,91.68,54.72,18.24,9.12,3.20,0.32,2.24,0.32,3.04,9.12,10.08,10.72,10.08,4.64,5.44,1.12,19.84,7.20,7.68,1.44,0.96,6.56,1.44,1.28,0.16,0.00,0.00,0.00,8.96,0.00,0.32,0.00,0.64,15.36,4.16,3.68,1.44,1.92,1.76,3.04,2.88,0.64,0.96,1.28,0.80,0.16,0.48,0.00,0.16,4.96,0.32,0.32,3.04,1.28,0.00,3.20,12.80,1.60,16.32,2.56,9.76,4.00,0.80,1.28,0.00,0.00,0.00,0.00,1.60,0.00,0.32,0.96,0.32,0.00,3.68,0.00,0.00,0.32,0.00,0.00,0.00,0.00,0.00,3.36,0.00,0.00
20110921.Slinky Drop Extended.oKb2tCtpvNU.en.txt,1,295,51.75,77.20,52.37,57.83,295.00,13.22,90.51,53.56,18.64,7.46,2.03,1.69,3.73,0.00,0.00,11.19,9.83,11.53,9.15,5.76,7.80,0.34,17.63,5.76,3.05,2.03,1.36,3.39,5.76,3.73,2.03,0.68,0.68,0.00,6.10,0.00,0.00,0.00,0.00,9.49,1.36,2.37,0.68,1.36,2.03,1.69,4.75,3.05,0.68,1.02,0.34,0.00,0.00,0.00,0.34,6.10,2.03,1.69,3.05,0.68,0.00,2.37,14.24,2.37,16.95,5.08,9.15,3.39,1.02,4.41,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.34,0.34,0.34,7.80,0.00,0.00,0.68,0.00,0.00,0.00,0.34,0.00,6.10,0.00,0.68
20190111.Spinning Black Holes.fu3645D4ZlI.en.txt,1,1842,82.89,60.71,58.30,51.14,1842.00,18.08,80.94,51.74,9.99,3.96,0.22,1.36,1.36,0.00,1.03,6.03,9.50,14.71,8.31,6.03,6.68,0.87,13.30,4.02,2.88,1.85,2.33,1.90,2.44,1.90,0.54,0.05,0.16,0.16,4.67,0.00,0.00,0.00,0.00,12.05,2.28,2.66,1.74,3.04,0.87,3.58,4.83,4.40,0.22,0.11,0.65,0.33,0.05,0.05,0.27,4.78,1.41,0.92,1.90,0.71,0.11,2.33,10.21,0.87,17.92,2.93,11.51,3.64,0.65,0.22,0.11,0.05,0.00,0.05,0.76,0.00,0.11,0.16,0.49,0.00,2.82,0.00,0.05,0.11,0.00,0.00,0.00,0.65,0.00,1.85,0.00,0.16
20120124.The Science of Curveballs.t-3jnOIJg4k.en.txt,1,655,70.44,56.68,71.61,42.39,655.00,12.21,90.08,58.78,12.82,3.97,0.92,0.31,2.44,0.15,0.15,8.85,13.44,13.74,9.01,7.79,9.92,1.07,14.50,4.27,2.44,2.14,1.22,0.76,0.92,0.92,0.00,0.00,0.00,0.00,5.04,0.00,0.00,0.00,0.15,12.98,3.21,3.97,1.37,2.44,1.37,4.12,3.97,0.61,0.15,3.21,0.00,0.00,0.00,0.00,0.00,3.36,0.46,0.46,1.22,1.22,0.00,3.05,11.76,1.53,17.71,2.75,12.21,3.05,0.00,4.58,0.00,0.00,0.00,0.00,1.22,0.00,0.46,0.46,0.76,0.00,4.43,0.00,0.00,0.31,0.00,0.00,0.00,0.31,0.00,3.82,0.00,0.00
20130830.Bullet Block Explained!.BLYoyLcdGPc.en.txt,1,1785,53.83,61.47,43.75,81.34,1785.00,16.36,86.89,56.25,14.23,6.05,1.85,1.06,2.75,0.00,0.39,8.18,9.08,12.32,9.58,7.84,8.12,1.23,15.91,5.71,3.64,2.13,2.07,3.31,4.43,3.75,0.67,0.00,0.06,0.34,6.11,0.00,0.34,0.00,0.34,14.62,2.52,2.75,2.13,2.58,2.30,3.92,2.58,1.57,0.73,0.11,0.11,0.00,0.06,0.00,0.06,4.82,1.29,1.18,1.68,0.50,0.39,2.80,11.54,1.18,13.89,2.97,7.34,3.70,1.12,1.23,0.00,0.11,0.00,0.06,1.18,0.00,0.11,0.28,0.73,0.11,3.14,0.11,0.00,0.11,0.00,0.00,0.00,0.39,0.00,2.02,0.00,0.50
20110209.Egg Experiment to Demonstrate Inertia.7LGi-Dlb8Vs.en.txt,1,177,27.37,84.55,22.08,85.20,177.00,12.43,89.27,59.89,15.82,6.78,0.00,0.00,6.21,0.00,0.56,9.04,10.17,9.04,12.43,7.34,11.86,1.13,20.34,6.78,3.39,4.52,0.00,3.39,4.52,3.95,0.56,0.00,0.56,0.00,9.04,0.00,0.00,0.00,0.00,10.73,1.13,2.26,2.26,5.08,0.56,3.95,1.69,0.00,0.00,1.69,6.21,0.00,0.00,0.00,5.08,5.65,0.00,1.13,0.56,1.13,2.82,0.56,15.82,3.95,13.56,3.39,3.39,6.78,0.56,0.00,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.56,1.13,0.00,5.65,0.00,0.00,1.13,0.00,0.00,0.00,0.56,0.00,3.95,0.00,0.00
20190218.How Microwaving Grapes Makes Plasma.wCrtk-pyP0I.en.txt,1,1425,61.94,63.19,35.72,70.65,1425.00,16.77,84.63,57.89,15.30,5.89,1.40,0.42,3.16,0.00,0.91,9.40,9.33,13.96,8.84,7.02,7.86,0.98,15.02,4.63,3.58,2.39,2.67,1.68,3.09,2.74,0.35,0.00,0.07,0.07,5.89,0.00,0.21,0.00,0.07,12.00,2.39,2.39,2.18,3.02,1.05,3.72,2.60,2.11,0.07,0.35,0.63,0.21,0.07,0.00,0.35,5.89,1.05,0.91,2.53,1.61,0.07,2.53,12.21,0.91,13.47,1.61,8.98,3.23,1.68,0.98,1.40,0.00,0.00,0.00,0.77,0.00,0.14,0.35,0.21,0.07,2.67,0.07,0.00,0.14,0.00,0.00,0.00,0.28,0.00,2.18,0.00,0.00
20130508.Your Mass is NOT From the Higgs Boson.Ztc6QPNUqls.en.txt,1,1217,58.80,74.46,36.30,66.22,1217.00,14.13,84.14,57.44,15.78,6.66,0.74,0.66,3.78,0.08,1.40,9.04,8.30,13.89,9.61,6.66,6.98,0.99,16.19,4.68,3.29,2.14,1.23,3.04,3.29,2.71,0.58,0.00,0.00,0.25,8.55,0.00,0.00,0.00,0.08,12.74,1.97,2.05,1.48,2.79,1.23,4.68,3.04,2.14,0.58,0.33,0.58,0.16,0.08,0.00,0.33,5.26,1.64,0.74,2.30,0.58,0.33,1.48,14.38,0.99,13.06,2.22,8.96,1.97,0.66,0.74,0.25,0.33,0.00,0.00,0.33,0.00,0.00,0.00,0.33,0.00,3.70,0.25,0.00,0.16,0.00,0.00,0.00,0.16,0.00,2.96,0.00,0.16
20110107.Atomic Theory.U2g1H5wPmUE.en.txt,1,323,82.73,63.33,36.21,48.77,323.00,18.58,83.90,52.63,10.84,4.95,1.24,0.00,2.48,0.62,0.62,5.88,10.53,13.62,8.67,3.72,8.36,0.31,15.79,3.10,2.17,1.24,2.17,4.33,3.10,2.17,0.93,0.00,0.31,0.00,6.19,0.00,0.00,0.00,0.62,17.34,5.57,1.86,3.41,3.72,2.17,3.72,0.93,0.31,0.31,0.31,0.31,0.00,0.00,0.00,0.31,4.64,0.93,0.00,2.17,1.24,0.31,4.02,9.29,0.62,12.38,1.55,7.12,3.72,1.86,0.93,0.31,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.31,0.00,2.17,0.00,0.00,0.62,0.00,0.00,0.00,0.00,0.00,1.55,0.00,0.00
20120903.How Can Trees Be Taller Than 10m.qiiFMRYUEQM.en.txt,1,789,56.22,60.51,53.64,25.77,789.00,13.31,90.11,57.67,14.58,6.84,2.66,0.51,3.30,0.00,0.38,7.73,10.52,11.91,12.17,6.08,7.22,1.14,18.25,3.93,3.17,2.15,2.28,1.90,4.82,2.41,2.41,1.52,0.38,0.38,6.84,0.00,0.25,0.00,0.25,13.43,2.53,2.66,2.66,3.17,1.14,3.93,1.52,1.01,0.25,0.13,4.82,0.38,0.00,0.00,4.31,6.97,0.63,1.77,3.93,0.63,0.25,1.90,14.32,1.39,15.08,1.90,10.01,2.79,0.76,0.76,0.38,0.25,0.00,0.00,0.76,0.25,0.13,0.00,0.38,0.00,4.18,0.00,0.00,0.25,0.00,0.00,0.00,0.25,0.00,3.68,0.00,0.00
20110207.The Difference Between Mass and Weight._Z0X0yE8Ioc.en.txt,1,601,15.02,42.73,79.56,28.54,601.00,12.81,93.84,61.06,22.13,8.32,4.33,0.83,2.50,0.17,0.50,13.81,6.49,10.65,13.98,6.99,7.82,1.66,25.62,6.82,2.50,3.33,0.50,1.50,2.50,1.33,1.16,0.17,0.17,0.00,6.49,0.00,0.00,0.17,0.00,18.97,4.49,3.00,2.16,3.99,0.67,5.66,5.82,0.17,1.00,4.66,1.83,0.00,0.00,0.00,1.83,6.16,0.83,0.83,2.16,1.33,1.00,1.83,18.14,0.67,13.81,5.66,6.49,1.66,0.67,0.50,0.00,0.17,0.00,0.00,1.83,0.00,0.17,1.16,0.50,0.00,7.32,0.00,0.00,0.33,0.00,0.00,0.00,0.00,0.00,6.99,0.00,0.00
20120705.Free Higgs!.oLyfBhi3xj4.en.txt,1,349,70.36,83.51,15.46,1.00,349.00,10.32,88.54,42.69,14.04,7.74,1.72,0.57,3.72,0.00,1.72,6.30,7.45,9.74,6.59,3.72,5.16,1.15,15.47,9.17,0.86,1.15,8.60,0.29,12.32,4.01,8.31,0.00,0.57,0.29,10.60,0.00,0.57,0.00,0.29,7.16,1.15,2.29,0.86,0.86,0.57,2.29,2.58,1.72,0.57,0.29,16.33,0.00,7.74,0.00,8.02,7.45,2.58,0.29,2.29,2.01,0.57,1.15,12.32,0.86,10.60,1.72,6.02,3.15,0.00,1.15,0.00,0.00,0.00,0.00,2.01,0.00,0.00,1.43,0.57,0.00,6.02,0.00,0.00,0.57,0.00,0.00,0.00,0.29,0.00,4.58,0.00,0.57
20190613.Can You Swim in Shade Balls.BZbChKzedEk.en.txt,1,1227,40.35,57.75,74.00,64.40,1227.00,15.24,86.39,56.97,17.28,10.43,5.05,0.90,3.02,0.08,1.39,6.85,6.03,14.02,9.94,7.99,7.99,1.22,17.44,4.89,4.07,1.79,2.12,3.02,3.18,2.61,0.57,0.08,0.00,0.08,7.82,0.00,0.16,0.00,0.16,12.06,1.87,1.96,1.79,3.18,1.39,3.50,3.10,1.06,0.90,0.98,1.87,0.65,0.24,0.08,0.98,5.87,1.06,1.22,2.28,1.39,0.49,1.71,14.18,1.47,16.30,4.97,8.56,3.26,0.90,3.10,0.16,0.33,0.08,0.00,0.90,0.00,0.49,0.00,0.41,0.00,7.33,0.00,0.49,0.16,0.00,0.00,0.00,0.24,0.00,4.40,0.00,2.04
"20190510.Why Are 96,000,000 Black Balls on This Reservoir.uxPdPpi5W4o.en.txt",1,2276,43.62,76.84,42.46,39.94,2276.00,13.75,85.33,58.17,15.86,8.66,1.27,2.64,2.15,0.09,2.50,7.16,7.91,12.96,10.68,7.56,8.22,1.76,17.71,3.43,2.42,1.63,1.80,2.55,2.37,1.54,0.75,0.04,0.04,0.00,9.31,0.04,0.04,0.04,0.09,12.57,1.93,2.37,1.41,3.16,1.41,3.73,3.08,1.71,0.62,0.57,2.46,0.22,0.18,0.00,2.02,7.03,2.81,0.70,2.15,0.92,0.70,4.61,11.34,0.83,14.41,2.99,8.57,3.03,1.41,0.48,0.13,0.70,0.00,0.00,1.58,0.00,0.00,0.66,0.88,0.00,4.53,0.00,0.00,0.09,0.00,0.00,0.00,0.13,0.00,4.22,0.00,0.09
20161102.Is This What Quantum Mechanics Looks Like.WIyTZDHuarQ.en.txt,1,1361,79.37,54.39,62.13,50.45,1361.00,25.57,82.15,54.81,12.56,3.38,0.66,0.22,1.62,0.29,0.59,9.18,10.65,14.47,7.94,6.17,6.54,1.40,14.03,3.45,2.42,1.91,1.40,1.91,1.76,1.54,0.22,0.07,0.00,0.07,4.70,0.00,0.00,0.00,0.29,12.05,2.57,2.42,1.18,3.01,1.25,3.38,2.06,1.03,0.51,0.07,0.29,0.07,0.07,0.00,0.15,4.34,0.59,1.03,2.06,1.03,0.00,1.84,11.39,0.73,17.71,5.73,8.67,3.67,1.10,0.29,0.07,0.07,0.00,0.00,0.22,0.00,0.00,0.07,0.07,0.00,2.65,0.00,0.00,0.15,0.00,0.00,0.00,0.15,0.00,2.35,0.00,0.00
20190802.Why the Future of Cars is Electric.GATuMWAFBUA.en.txt,1,797,89.66,55.48,66.69,76.73,797.00,23.21,74.03,45.80,7.53,4.02,0.75,0.75,0.75,0.00,1.76,3.51,7.40,15.31,7.28,4.39,5.65,1.13,11.04,6.15,5.02,1.00,4.39,3.39,3.01,2.89,0.13,0.00,0.00,0.13,4.52,0.00,0.13,0.00,0.00,11.04,0.75,3.51,0.25,2.38,1.88,2.76,1.13,0.38,0.63,0.00,0.13,0.13,0.00,0.00,0.00,5.65,1.00,2.38,2.01,1.25,0.00,3.14,8.41,0.88,19.57,4.89,9.41,5.65,1.88,1.00,0.25,1.00,0.00,0.00,0.38,0.00,0.25,0.00,0.13,0.00,2.76,0.25,0.00,0.25,0.00,0.00,0.00,0.88,0.00,0.88,0.00,0.50
20210107.Q&A + Giveaway for 10 Years on YouTube.0dqX3NjwaQs.en.txt,1,2153,33.20,57.56,49.96,82.36,2153.00,13.56,91.36,59.54,19.74,11.75,6.64,0.33,3.53,0.65,0.60,7.99,6.36,12.45,11.47,5.34,7.85,1.44,20.02,4.41,2.65,2.46,1.63,2.37,4.55,3.86,0.70,0.14,0.14,0.23,9.52,0.19,0.09,0.23,0.70,13.56,2.79,2.32,1.90,3.99,1.30,3.34,3.11,1.72,0.70,0.60,1.30,0.23,0.33,0.00,0.23,5.76,1.35,1.25,1.86,1.76,0.28,4.60,11.98,1.30,10.78,1.30,5.81,3.76,4.37,2.79,0.14,0.19,0.00,0.00,1.63,0.05,0.42,0.33,0.74,0.05,3.53,0.00,0.00,0.09,0.00,0.00,0.00,0.23,0.00,3.11,0.00,0.09
20170518.Mars 2020 - Nasa's Next Mission To Mars.iZCRFRgSgas.en.txt,1,1600,61.98,58.40,42.16,37.95,1600.00,17.25,83.75,55.88,12.50,4.88,1.06,1.88,1.06,0.19,0.69,7.62,6.94,15.38,11.00,7.81,6.12,1.56,18.31,3.94,2.75,1.88,2.12,1.94,2.06,1.31,0.62,0.06,0.00,0.06,5.38,0.00,0.12,0.00,0.38,14.00,3.12,2.81,2.06,2.81,1.44,3.50,2.81,1.75,0.62,0.25,2.56,0.00,2.19,0.00,0.38,5.75,1.88,1.31,0.88,1.44,0.38,4.56,11.06,1.50,14.38,1.00,8.81,5.00,1.31,0.81,0.06,0.31,0.00,0.00,0.50,0.06,0.06,0.25,0.19,0.00,3.88,0.00,0.00,0.12,0.00,0.00,0.00,0.25,0.00,3.25,0.00,0.25
